,match_id,current_score,display_score,period_1,period_2,period_3,period_4,period_5,period_1_tie_break,period_2_tie_break,period_3_tie_break,period_4_tie_break,period_5_tie_break,normal_time
6031,12326038,,,,,,,,,,,,,
6032,12326039,1,0,3,4,,,,,,,,,
6033,12326040,2,3,7,6,,,,,,,,,
6034,12326041,3,3,7,4,11,,,,,,,,
6035,12326042,0,1,3,6,,,,,,,,,
6036,12326043,1,0,3,4,,,,,,,,,
6037,12326044,2,3,6,6,,,,,,,,,
6038,12326045,2,3,7,4,11,,,,,,,,
6039,12326046,1,1,2,1,,,,,,,,,
6040,12326047,3,3,7,7,,,,,,,,,
6041,12326048,3,2,6,6,,,,,,,,,
6042,12326049,1,0,3,3,,,,,,,,,
6043,12326050,2,3,7,7,,,,,,,,,
6044,12326051,2,1,4,8,9,,,,,,,,
6045,12326052,1,1,5,4,,,,,,,,,
6046,12326053,1,1,4,4,,,,,,,,,
6047,12326054,3,3,6,6,,,,,,,,,
6048,12326055,2,3,6,7,,,,,,,,,
6049,12326056,3,3,7,6,,,,,,,,,
6050,12326057,1,0,1,3,,,,,,,,,
6051,12326058,2,1,6,2,4,,,,,,,,
6052,12326059,0,0,5,3,,,,,,,,,
6053,12326060,2,2,6,7,,,,,,,,,
6054,12326063,0,0,2,4,,,,,,,,,
6055,12326064,3,2,7,3,10,,,8,,,,,
6056,12326065,1,1,6,3,,,,2,,,,,
6057,12326066,2,3,3,8,10,,,,8,,,,
6058,12326069,2,3,4,6,10,,,,,,,,
6059,12326070,2,3,7,6,,,,,,,,,
6060,12326071,3,2,6,7,,,,,,,,,
6061,12326072,3,3,6,7,,,,,10,,,,
6062,12326074,1,1,3,2,,,,,,,,,
6063,12326075,2,3,6,4,11,,,,,,,,
6064,12326076,3,2,7,7,,,,,,,,,
6065,12326077,2,3,6,6,,,,,,,,,
6066,12326078,2,2,6,7,,,,,,,,,
6067,12326085,2,3,6,7,7,,,,3,,,,
6068,12326098,1,0,5,0,,,,,,,,,
6069,12326099,0,0,2,3,,,,,,,,,
6070,12326100,1,1,1,1,,,,,,,,,
6071,12326101,1,1,5,3,,,,,,,,,
6072,12326102,1,1,1,0,,,,,,,,,
6073,12326103,1,1,3,4,,,,,,,,,
6074,12326104,0,0,0,1,,,,,,,,,
6075,12326105,0,0,0,1,,,,,,,,,
6076,12326106,3,3,7,6,,,,,,,,,
6077,12326114,0,0,2,2,,,,,,,,,
6078,12326115,1,1,1,2,,,,,,,,,
6079,12326116,0,0,6,1,,,,,,,,,
6080,12326117,0,1,2,4,,,,,,,,,
6081,12326118,1,0,1,3,,,,,,,,,
6082,12326119,3,2,7,7,,,,,,,,,
6083,12326120,1,0,3,3,,,,,,,,,
6084,12326121,1,1,1,4,,,,,,,,,
6085,12326122,2,3,6,6,,,,,,,,,
6086,12326123,2,2,8,7,9,,,,,,,,
6087,12326124,3,3,7,7,,,,,,,,,
6088,12326125,2,2,6,7,,,,,,,,,
6089,12326126,2,3,7,6,,,,,,,,,
6090,12326127,1,1,1,1,,,,,,,,,
6091,12326128,0,0,3,2,,,,,,,,,
6092,12326129,,,,,,,,,,,,,
6093,12326130,2,2,7,6,,,,,,,,,
6094,12326131,2,3,7,8,,,,,,,,,
6095,12326132,2,2,7,2,11,,,,,,,,
6096,12326133,1,1,5,4,,,,,,,,,
6097,12326134,0,0,3,4,,,,,,,,,
6098,12326135,2,2,6,6,,,,,,,,,
6099,12326136,1,0,2,1,,,,,,,,,
6100,12326137,2,3,6,6,,,,,,,,,
6101,12326138,0,0,1,3,,,,,,,,,
6102,12326139,0,0,1,1,,,,,,,,,
6103,12326140,2,2,6,4,11,,,,,,,,
6104,12326141,3,2,6,6,,,,,,,,,
6105,12326142,3,2,8,6,,,,,,,,,
6106,12326143,3,2,7,6,,,,,,,,,
6107,12326144,3,3,6,7,,,,,,,,,
6108,12326145,1,0,2,1,,,,,,,,,
6109,12326146,0,0,4,4,,,,,,,,,
6110,12326147,3,3,7,7,,,,,,,,,
6111,12326148,2,3,7,6,,,,,,,,,
6112,12326149,0,0,3,0,,,,,,,,,
6113,12326150,0,0,4,1,,,,,,,,,
6114,12326151,1,1,2,5,,,,,,,,,
6115,12326152,2,3,7,7,,,,,,,,,
6116,12326153,3,3,2,6,11,,,,,,,,
6117,12326154,3,2,7,6,,,,,,,,,
6118,12326155,3,2,7,3,10,,,,,,,,
6119,12326156,2,2,7,4,10,,,,,,,,
6120,12326157,2,2,6,7,,,,,,,,,
6121,12326158,2,2,6,7,,,,,,,,,
6122,12326159,2,2,8,7,,,,,,,,,
6123,12326161,1,1,1,5,,,,,,,,,
6124,12326163,1,2,3,7,5,,,,,,,,
6125,12326164,2,3,6,7,,,,,,,,,
6126,12326165,2,2,6,7,6,,,,2,,,,
6127,12326167,0,0,3,2,,,,,,,,,
6128,12326168,,,,,,,,,,,,,
6129,12326169,0,1,3,4,,,,,,,,,
6130,12326170,2,3,7,6,,,,,,,,,
6131,12326171,,,,,,,,,,,,,
6132,12326172,0,1,3,5,,,,,,,,,
6133,12326173,,,,,,,,,,,,,
6134,12326174,3,3,7,7,,,,,7,,,,
6135,12326175,3,2,8,2,6,,,,,,,,
6136,12326221,2,3,8,7,,,,,,,,,
6137,12326222,2,2,7,6,,,,,,,,,
6138,12326223,0,1,1,1,,,,,,,,,
6139,12326224,3,2,6,6,,,,,,,,,
6140,12326225,1,0,3,0,,,,,,,,,
6141,12326226,0,0,4,1,,,,,,,,,
6142,12326227,2,2,7,6,,,,,,,,,
6143,12326228,2,2,7,2,9,,,,,,,,
6144,12326229,0,1,2,3,,,,,,,,,
6145,12326230,2,3,6,6,,,,,,,,,
6146,12326231,2,2,5,7,12,,,,,,,,
6147,12326232,2,2,7,7,,,,,,,,,
6148,12326233,1,0,3,4,,,,,,,,,
6149,12326234,2,3,8,6,,,,,,,,,
6150,12326235,2,3,6,7,,,,,,,,,
6151,12326236,2,3,7,6,,,,,,,,,
6152,12326237,0,1,2,4,,,,,,,,,
6153,12326238,1,0,2,3,,,,,,,,,
6154,12326239,0,1,5,2,,,,,,,,,
6155,12326240,3,3,6,6,,,,,,,,,
6156,12326241,1,0,4,1,,,,,,,,,
6157,12326242,3,3,6,5,14,,,,,,,,
6158,12326243,3,3,6,6,,,,,,,,,
6159,12326244,2,3,6,6,,,,,,,,,
6160,12326245,2,2,6,7,,,,,,,,,
6161,12326246,3,2,6,7,,,,,,,,,
6162,12326248,2,2,3,6,11,,,,,,,,
6163,12326249,2,2,6,6,,,,,,,,,
6164,12326250,1,0,4,3,,,,,,,,,
6165,12326251,2,2,6,7,,,,,,,,,
6166,12326252,0,0,0,1,,,,,,,,,
6167,12326253,1,0,1,1,,,,,,,,,
6168,12326254,3,3,6,6,,,,,,,,,
6169,12326255,1,0,3,1,,,,,,,,,
6170,12326256,3,2,7,7,,,,,,,,,
6171,12326257,2,3,6,6,,,,,,,,,
6172,12326258,3,3,6,6,,,,,,,,,
6173,12326259,0,0,1,3,,,,,,,,,
6174,12326260,3,2,6,6,,,,,,,,,
6175,12326261,1,1,5,3,,,,,,,,,
6176,12326262,3,2,7,7,,,,,,,,,
6177,12326342,3,2,7,7,,,,,,,,,
6178,12326360,3,2,7,6,,,,,,,,,
6179,12326361,1,1,2,2,,,,,,,,,
6180,12326363,,,,,,,,,,,,,
6181,12326364,2,3,7,6,,,,,,,,,
6182,12326365,3,3,6,2,6,,,,,,,,
6183,12326366,1,2,2,6,1,,,,,,,,
6184,12326367,3,3,6,6,,,,,,,,,
6185,12326368,3,3,6,7,,,,,,,,,
6186,12326369,2,2,4,6,7,,,,,8,,,
6187,12326370,3,2,7,7,,,,,,,,,
6188,12326371,3,3,7,5,7,,,,,,,,
6189,12326423,2,2,6,7,6,,,,6,,,,
6190,12326425,3,3,6,6,7,,,7,,,,,
6191,12326426,2,3,7,6,,,,,,,,,
6192,12326427,2,2,5,6,2,,,,,,,,
6193,12326428,3,3,3,7,7,,,,,,,,
6194,12326441,1,0,4,1,,,,,,,,,
6195,12326442,1,1,4,2,,,,,,,,,
6196,12326462,3,3,8,6,,,,,,,,,
6197,12326467,1,0,1,4,,,,,,,,,
6198,12326468,1,1,4,3,,,,,,,,,
6199,12326469,2,1,7,4,9,,,,,,,,
6200,12326470,3,2,8,2,10,,,,,,,,
6201,12326471,1,0,1,1,,,,,,,,,
6202,12326472,1,0,1,1,,,,,,,,,
6203,12326473,2,1,3,7,9,,,,,,,,
6204,12326474,,,,,,,,,,,,,
6205,12326475,3,3,6,7,,,,,,,,,
6206,12326476,2,3,8,6,,,,,,,,,
6207,12326477,2,2,7,6,,,,,,,,,
6208,12326479,2,2,6,6,,,,,,,,,
6209,12326480,2,3,7,7,,,,,,,,,
6210,12326481,2,2,7,7,,,,,,,,,
6211,12326482,,,,,,,,,,,,,
6212,12326483,3,2,4,7,10,,,,,,,,
6213,12326484,3,3,6,7,,,,,,,,,
6214,12326485,3,3,6,6,,,,,,,,,
6215,12326486,3,3,6,6,,,,,,,,,
6216,12326487,3,2,6,6,,,,,,,,,
6217,12326488,3,2,7,7,,,,,,,,,
6218,12326489,,,,,,,,,,,,,
6219,12326490,3,3,7,6,,,,,,,,,
6220,12326491,0,0,1,3,,,,,,,,,
6221,12326492,3,3,7,6,,,,,,,,,
6222,12326493,2,2,6,7,,,,,,,,,
6223,12326494,1,0,2,2,,,,,,,,,
6224,12326495,2,3,7,7,,,,,,,,,
6225,12326496,1,0,6,2,,,,,,,,,
6226,12326497,3,2,7,7,,,,,,,,,
6227,12326498,2,3,6,7,,,,,,,,,
6228,12326499,2,3,6,7,,,,,,,,,
6229,12326500,2,2,7,6,,,,,,,,,
6230,12326501,3,3,7,6,,,,,,,,,
6231,12326502,1,1,3,7,,,,,,,,,
6232,12326503,1,0,3,2,,,,,,,,,
6233,12326504,1,1,3,2,,,,,,,,,
6234,12326505,2,2,7,4,12,,,,,,,,
6235,12326506,,,,,,,,,,,,,
6236,12326507,2,2,6,6,,,,,,,,,
6237,12326508,2,3,7,7,,,,,,,,,
6238,12326509,3,2,1,7,10,,,,,,,,
6239,12326510,,,,,,,,,,,,,
6240,12326511,2,1,6,7,8,,,,,,,,
6241,12326512,3,2,6,6,,,,,,,,,
6242,12326553,2,2,7,6,,,,,,,,,
6243,12326554,2,2,6,7,,,,,,,,,
6244,12326555,,,,,,,,,,,,,
6245,12326556,0,1,3,5,,,,,,,,,
6246,12326557,3,2,1,7,11,,,,,,,,
6247,12326559,3,2,7,8,,,,,,,,,
6248,12326560,3,3,6,8,,,,,,,,,
6249,12326561,0,1,4,1,,,,,,,,,
6250,12326563,0,1,5,4,,,,,,,,,
6251,12326564,3,2,7,6,,,,,,,,,
6252,12326565,1,2,2,6,6,,,,,,,,
6253,12326566,3,2,7,7,,,,,,,,,
6254,12326567,3,2,8,7,,,,,,,,,
6255,12326568,2,3,6,6,,,,,,,,,
6256,12326569,2,3,6,7,,,,,,,,,
6257,12326572,0,0,7,4,,,,,,,,,
6258,12326573,2,2,7,4,7,,,,,,,,
6259,12326574,3,2,7,7,,,,,,,,,
6260,12326575,3,2,7,6,,,,,,,,,
6261,12326577,1,1,3,1,,,,,,,,,
6262,12326578,3,2,6,6,,,,,,,,,
6263,12326579,3,3,6,7,,,,,,,,,
6264,12326580,2,3,8,7,,,,,,,,,
6265,12326581,3,2,7,7,,,,,,,,,
6266,12326582,0,0,4,7,,,,,,,,,
6267,12326583,1,1,1,2,,,,,,,,,
6268,12326586,2,3,8,6,,,,,,,,,
6269,12326587,0,1,1,1,,,,,,,,,
6270,12326589,2,3,7,7,,,,,,,,,
6271,12326590,0,1,1,1,,,,,,,,,
6272,12326593,2,3,1,6,11,,,,,,,,
6273,12326594,2,3,6,6,,,,,,,,,
6274,12326595,0,1,2,4,,,,,,,,,
6275,12326596,1,0,4,5,,,,,,,,,
6276,12326597,3,2,8,6,,,,,,,,,
6277,12326598,0,0,6,5,,,,,,,,,
6278,12326599,1,0,1,3,,,,,,,,,
6279,12326600,0,1,1,4,,,,,,,,,
6280,12326601,2,2,6,6,,,,,,,,,
6281,12326602,2,3,6,7,,,,,,,,,
6282,12326937,3,2,7,6,11,,,,,,,,
6283,12326939,,,,,,,,,,,,,
6284,12326940,2,2,7,7,,,,,,,,,
6285,12326941,0,0,2,2,,,,,,,,,
6286,12326942,1,1,3,1,,,,,,,,,
6287,12326944,,,,,,,,,,,,,
6288,12326945,2,3,6,8,,,,,,,,,
6289,12326946,2,3,6,6,,,,,,,,,
6290,12326947,3,2,1,6,11,,,,,,,,
6291,12326948,0,1,3,0,,,,,,,,,
6292,12326949,0,1,1,0,,,,,,,,,
6293,12326952,2,2,8,6,,,,,,,,,
6294,12327347,3,3,6,6,,,,,,,,,
6295,12327348,3,2,7,7,,,,,,,,,
6296,12327350,2,2,7,7,,,,,,,,,
6297,12327381,3,3,7,3,12,,,,,,,,
6298,12327382,2,3,6,6,,,,,,,,,
6299,12327386,0,0,3,3,,,,,,,,,
6300,12327410,2,2,7,7,,,,,,,,,
6301,12327415,0,0,2,2,,,,,,,,,
6302,12327417,2,2,6,8,,,,,,,,,
6303,12327420,2,2,8,6,,,,,,,,,
6304,12327480,1,0,0,1,,,,,,,,,
6305,12327514,3,2,2,6,10,,,,,,,,
6306,12327541,1,1,3,2,,,,,,,,,
6307,12327661,2,3,6,6,,,,,,,,,
6308,12327662,1,0,4,2,,,,,,,,,
6309,12327689,0,0,4,1,,,,,,,,,
6310,12296885,0,0,5,1,,,,,,,,,
6311,12296915,2,2,7,7,,,,,7,,,,
6312,12296916,2,2,6,8,,,,,,,,,
6313,12296917,1,1,4,6,2,,,,,,,,
6314,12296937,3,2,6,3,8,,,,,8,,,
6315,12296947,0,0,6,1,,,,6,,,,,
6316,12296950,3,3,7,6,,,,,,,,,
6317,12296959,1,1,7,4,1,,,12,,,,,
6318,12296981,1,1,6,4,,,,,,,,,
6319,12296989,2,2,6,5,3,,,,,,,,
6320,12296990,2,3,7,6,,,,,,,,,
6321,12296993,,,,,,,,,,,,,
6322,12299513,1,1,2,5,,,,,,,,,
6323,12299515,2,3,6,5,7,,,,,8,,,
6324,12299520,2,3,7,7,,,,,,,,,
6325,12299521,3,3,7,8,,,,7,8,,,,
6326,12299522,0,1,5,5,,,,,,,,,
6327,12299523,0,0,2,3,,,,,,,,,
6328,12299528,3,2,6,6,,,,,,,,,
6329,12299530,2,1,8,4,5,,,,,,,,
6330,12299531,0,0,6,3,,,,,,,,,
6331,12299532,1,0,5,4,,,,,,,,,
6332,12299533,3,3,8,7,,,,7,,,,,
6333,12299534,1,0,2,5,,,,,,,,,
6334,12299552,3,3,7,7,7,,,2,,,,,
6335,12299554,1,2,3,7,4,,,,,,,,
6336,12299555,1,0,3,2,,,,,,,,,
6337,12299559,3,2,6,7,,,,,8,,,,
6338,12299561,1,1,7,7,7,,,,8,4,,,
6339,12299564,1,1,7,3,,,,3,,,,,
6340,12299565,2,2,7,5,4,,,8,,,,,
6341,12299566,3,3,7,7,,,,,8,,,,
6342,12299567,2,2,3,6,7,,,,,,,,
6343,12299572,2,2,6,6,,,,,,,,,
6344,12302271,3,2,6,0,6,,,,,,,,
6345,12302272,3,2,8,7,,,,,,,,,
6346,12302273,0,0,3,4,,,,,,,,,
6347,12302275,1,1,4,6,4,,,,,,,,
6348,12302278,2,2,8,6,,,,8,,,,,
6349,12302280,0,1,5,3,,,,,,,,,
6350,12302284,2,2,7,6,,,,,,,,,
6351,12302286,2,2,6,7,,,,,,,,,
6352,12302287,2,3,6,6,6,,,,,,,,
6353,12302288,2,1,4,8,1,,,,,,,,
6354,12302295,3,3,7,7,,,,,,,,,
6355,12302296,2,3,7,7,7,,,,7,,,,
6356,12302297,0,0,2,0,,,,,,,,,
6357,12302298,2,2,7,6,,,,8,,,,,
6358,12302301,2,2,6,2,3,,,,,,,,
6359,12302328,2,2,6,5,6,,,,,3,,,
6360,12302331,1,2,4,7,4,,,,,,,,
6361,12322815,3,2,6,7,,,,,8,,,,
6362,12324282,2,2,7,6,,,,,,,,,
6363,12324341,0,0,5,5,,,,,,,,,
6364,12324343,2,2,7,,,,,,,,,,
6365,12324474,0,0,2,1,,,,,,,,,
6366,12324544,3,3,6,6,,,,,,,,,
6367,12324576,1,1,2,3,,,,,,,,,
6368,12324933,1,2,7,3,3,,,7,,,,,
6369,12325061,0,1,3,3,,,,,,,,,
6370,12325118,2,3,7,6,,,,,,,,,
6371,12325161,3,2,8,7,,,,,,,,,
6372,12325552,1,2,6,6,5,,,,,,,,
6373,12325553,2,3,7,6,,,,,,,,,
6374,12325561,2,2,6,7,,,,,,,,,
6375,12325562,3,3,6,6,,,,,,,,,
6376,12325563,0,0,3,2,,,,,,,,,
6377,12325564,,,,,,,,,,,,,
6378,12325565,0,1,3,2,,,,,,,,,
6379,12325566,2,3,6,7,,,,,,,,,
6380,12325567,3,2,6,7,,,,,,,,,
6381,12325568,1,0,0,2,,,,,,,,,
6382,12325569,3,3,7,6,,,,,,,,,
6383,12325570,1,2,6,5,10,,,,,,,,
6384,12325571,1,1,1,2,,,,,,,,,
6385,12325572,3,2,6,4,10,,,,,,,,
6386,12325573,3,3,7,8,,,,,,,,,
6387,12325574,3,2,7,6,,,,,,,,,
6388,12325575,2,3,5,6,11,,,,,,,,
6389,12325576,2,2,7,7,,,,,,,,,
6390,12325577,1,1,2,2,,,,,,,,,
6391,12325578,2,2,8,7,,,,,,,,,
6392,12325579,2,2,7,7,,,,,,,,,
6393,12325580,1,0,1,1,,,,,,,,,
6394,12325581,2,2,6,7,,,,,,,,,
6395,12325582,3,3,7,6,,,,,,,,,
6396,12325583,3,2,6,7,,,,,,,,,
6397,12325584,3,2,6,8,,,,,,,,,
6398,12325585,3,3,6,7,,,,,,,,,
6399,12325586,1,0,1,5,,,,,,,,,
6400,12325587,3,3,4,6,10,,,,,,,,
6401,12325588,1,0,3,5,,,,,,,,,
6402,12325589,0,0,0,1,,,,,,,,,
6403,12325591,,,,,,,,,,,,,
6404,12325592,3,2,7,6,,,,,,,,,
6405,12325593,0,1,1,4,,,,,,,,,
6406,12325598,3,2,8,8,,,,8,,,,,
6407,12325599,3,3,7,7,,,,,,,,,
6408,12325600,,,,,,,,,,,,,
6409,12325601,1,1,2,2,,,,,,,,,
6410,12325602,3,3,7,7,,,,,,,,,
6411,12325603,2,1,6,1,2,,,,,,,,
6412,12325604,0,1,7,1,,,,2,,,,,
6413,12325605,,,6,3,,,,,,,,,
6414,12325606,2,2,7,7,,,,,,,,,
6415,12325607,1,2,6,0,2,,,,,,,,
6416,12325608,0,0,5,2,,,,,,,,,
6417,12325609,1,0,3,1,,,,,,,,,
6418,12325610,0,1,2,4,,,,,,,,,
6419,12325611,2,2,6,6,,,,,,,,,
6420,12325613,0,0,1,1,,,,,,,,,
6421,12325623,3,2,7,5,6,,,,,,,,
6422,12325639,2,3,6,7,,,,,,,,,
6423,12325670,2,2,7,7,,,,,,,,,
6424,12325671,3,3,7,7,,,,,,,,,
6425,12325672,1,2,6,4,6,,,,,,,,
6426,12325685,2,3,7,3,6,,,,,,,,
6427,12325707,2,1,7,1,3,,,,,,,,
6428,12325713,2,2,7,6,,,,8,,,,,
6429,12325733,0,1,6,3,,,,4,,,,,
6430,12325749,0,1,2,0,,,,,,,,,
6431,12325776,2,2,8,4,0,,,,,,,,
6432,12325780,3,2,6,4,8,,,,,8,,,
6433,12325819,2,3,6,2,6,,,,,,,,
6434,12325854,3,3,6,6,,,,,,,,,
6435,12325855,2,3,6,7,,,,,,,,,
6436,12325856,1,0,6,6,,,,,,,,,
6437,12325857,2,2,6,6,,,,,,,,,
6438,12325858,1,1,2,5,,,,,,,,,
6439,12325859,0,0,3,5,,,,,,,,,
6440,12325860,3,3,6,6,,,,,,,,,
6441,12325861,1,1,5,5,,,,,,,,,
6442,12325862,1,0,2,2,,,,,,,,,
6443,12325863,3,2,7,7,,,,,,,,,
6444,12325864,3,2,7,7,,,,,,,,,
6445,12325865,0,0,3,5,,,,,,,,,
6446,12325866,0,1,0,1,,,,,,,,,
6447,12325867,0,1,2,3,,,,,,,,,
6448,12325869,,,,,,,,,,,,,
6449,12325926,1,0,4,0,,,,,,,,,
6450,12325943,1,1,4,7,8,,,,,,,,
6451,12325944,,,,,,,,,,,,,
6452,12325945,0,1,2,5,,,,,,,,,
6453,12325946,0,1,3,1,,,,,,,,,
6454,12325947,1,0,3,4,,,,,,,,,
6455,12325948,2,3,7,2,10,,,10,,,,,
6456,12325949,2,3,7,7,,,,,,,,,
6457,12325950,,,,,,,,,,,,,
6458,12325951,1,0,1,0,,,,,,,,,
6459,12325952,,,,,,,,,,,,,
6460,12325953,1,1,0,2,,,,,,,,,
6461,12325954,0,1,6,2,,,,,,,,,
6462,12325955,3,3,8,7,,,,,,,,,
6463,12325956,2,2,8,2,,,,,,,,,
6464,12325957,2,2,7,7,11,,,,2,,,,
6465,12325959,3,2,7,6,,,,,,,,,
6466,12325960,2,2,6,2,0,,,,,,,,
6467,12325962,3,2,7,6,,,,,,,,,
6468,12325963,2,3,7,6,,,,,,,,,
6469,12325964,3,2,2,7,7,,,,,,,,
6470,12325966,1,2,7,4,3,,,,,,,,
6471,12325967,2,2,8,4,4,,,7,,,,,
6472,12325969,2,2,6,6,,,,,,,,,
6473,12325970,0,0,6,6,,,,,7,,,,
6474,12325972,2,2,8,6,,,,,,,,,
6475,12325973,0,1,4,6,,,,,7,,,,
6476,12325975,2,3,6,7,,,,,,,,,
6477,12325976,1,1,5,2,,,,,,,,,
6478,12325977,2,3,6,7,,,,,,,,,
6479,12325984,2,1,7,3,4,,,,,,,,
6480,12325985,3,2,8,7,,,,,,,,,
6481,12325986,2,2,7,7,,,,,,,,,
6482,12325987,3,3,7,6,,,,,,,,,
6483,12325988,0,1,3,0,,,,,,,,,
6484,12325989,1,1,0,1,,,,,,,,,
6485,12325990,0,1,5,4,,,,,,,,,
6486,12325991,2,2,7,7,,,,,,,,,
6487,12325992,2,2,3,8,10,,,,,,,,
6488,12325993,1,0,3,6,,,,,,,,,
6489,12325994,1,1,5,6,6,,,,,,,,
6490,12325995,3,2,6,6,12,,,,,,,,
6491,12325996,2,3,7,7,,,,,,,,,
6492,12325997,1,1,1,4,,,,,,,,,
6493,12325998,2,1,7,7,7,,,,,,,,
6494,12325999,2,3,7,6,,,,,,,,,
6495,12326013,0,0,1,1,,,,,,,,,
6496,12326014,0,1,3,1,,,,,,,,,
6497,12326015,1,1,5,2,,,,,,,,,
6498,12326016,3,3,7,6,,,,,,,,,
6499,12326017,2,3,6,6,,,,,,,,,
6500,12326018,1,1,5,1,,,,,,,,,
6501,12326019,2,3,7,6,10,,,,,,,,
6502,12326020,3,2,7,7,,,,,,,,,
6503,12326021,1,1,2,6,7,,,,,,,,
6504,12326022,0,0,2,1,,,,,,,,,
6505,12326023,2,3,7,7,,,,,,,,,
6506,12326024,2,3,7,7,,,,,,,,,
6507,12326025,2,2,7,7,,,,,,,,,
6508,12326026,1,1,1,5,,,,,,,,,
6509,12326027,3,2,6,6,,,,,,,,,
6510,12326028,1,1,1,0,,,,,,,,,
6511,12326029,0,1,6,6,,,,,,,,,
6512,12326030,1,2,4,6,11,,,,,,,,
6513,12326031,2,3,6,6,,,,,,,,,
6514,12326032,3,3,6,7,,,,,,,,,
6515,12326033,3,2,6,6,,,,,,,,,
6516,12326034,1,1,1,0,,,,,,,,,
6517,12326035,3,2,7,6,,,,,,,,,
6518,12326036,3,3,7,7,,,,,,,,,
6519,12326037,0,0,3,2,,,,,,,,,
6520,12326038,,,,,,,,,,,,,
6521,12326039,1,1,2,4,,,,,,,,,
6522,12326040,2,2,6,7,,,,,,,,,
6523,12326041,3,3,7,4,11,,,,,,,,
6524,12326042,0,0,2,6,,,,,,,,,
6525,12326043,1,1,3,3,,,,,,,,,
6526,12326044,3,3,7,7,,,,,,,,,
6527,12326045,3,3,7,5,11,,,,,,,,
6528,12326046,1,0,1,2,,,,,,,,,
6529,12326047,3,2,7,7,,,,,,,,,
6530,12326048,2,3,6,6,,,,,,,,,
6531,12326049,0,0,2,2,,,,,,,,,
6532,12326050,2,3,6,6,,,,,,,,,
6533,12326051,2,1,4,7,8,,,,,,,,
6534,12326052,0,1,5,5,,,,,,,,,
6535,12326053,0,1,5,4,,,,,,,,,
6536,12326054,3,3,7,7,,,,,,,,,
6537,12326055,3,3,7,6,,,,,,,,,
6538,12326056,3,2,7,7,,,,,,,,,
6539,12326057,1,1,2,2,,,,,,,,,
6540,12326058,2,2,6,3,5,,,,,,,,
6541,12326059,1,1,5,2,,,,,,,,,
6542,12326060,2,2,6,6,,,,,,,,,
6543,12326063,0,0,1,3,,,,,,,,,
6544,12326064,3,3,7,3,11,,,7,,,,,
6545,12326065,1,1,7,4,,,,1,,,,,
6546,12326066,3,2,2,8,11,,,,7,,,,
6547,12326067,3,2,4,7,11,,,,,,,,
6548,12326068,2,2,4,7,12,,,,,,,,
6549,12326069,2,3,3,6,11,,,,,,,,
6550,12326070,2,2,7,7,,,,,,,,,
6551,12326071,3,3,6,6,,,,,,,,,
6552,12326072,2,3,7,7,,,,,11,,,,
6553,12326073,3,2,6,3,10,,,,,,,,
6554,12326074,1,1,3,1,,,,,,,,,
6555,12326075,2,2,7,5,10,,,,,,,,
6556,12326076,2,2,7,7,,,,,,,,,
6557,12326077,2,2,6,7,,,,,,,,,
6558,12326078,2,3,7,6,,,,,,,,,
6559,12326085,3,2,6,6,7,,,,3,,,,
6560,12326098,0,0,5,1,,,,,,,,,
6561,12326099,0,0,2,3,,,,,,,,,
6562,12326100,1,0,2,1,,,,,,,,,
6563,12326101,0,1,6,3,,,,,,,,,
6564,12326102,0,1,1,1,,,,,,,,,
6565,12326103,0,1,3,4,,,,,,,,,
6566,12326104,0,0,0,1,,,,,,,,,
6567,12326105,1,1,0,1,,,,,,,,,
6568,12326106,3,2,6,7,,,,,,,,,
6569,12326114,1,1,2,2,,,,,,,,,
6570,12326115,1,0,1,1,,,,,,,,,
6571,12326116,0,1,7,2,,,,,,,,,
6572,12326117,0,1,2,5,,,,,,,,,
6573,12326118,1,0,2,3,,,,,,,,,
6574,12326119,3,3,7,6,,,,,,,,,
6575,12326120,0,0,2,4,,,,,,,,,
6576,12326121,0,0,2,4,,,,,,,,,
6577,12326122,3,3,6,6,,,,,,,,,
6578,12326123,2,1,7,6,9,,,,,,,,
6579,12326124,2,2,6,6,,,,,,,,,
6580,12326125,2,3,6,6,,,,,,,,,
6581,12326126,2,3,6,7,,,,,,,,,
6582,12326127,0,0,1,0,,,,,,,,,
6583,12326128,0,0,2,2,,,,,,,,,
6584,12326129,,,,,,,,,,,,,
6585,12326130,2,2,8,6,,,,,,,,,
6586,12326131,2,3,7,7,,,,,,,,,
6587,12326132,3,2,7,2,10,,,,,,,,
6588,12326133,1,0,4,3,,,,,,,,,
6589,12326134,1,1,2,3,,,,,,,,,
6590,12326135,2,3,7,7,,,,,,,,,
6591,12326136,1,0,3,1,,,,,,,,,
6592,12326137,2,3,7,7,,,,,,,,,
6593,12326138,1,1,1,2,,,,,,,,,
6594,12326139,1,1,0,0,,,,,,,,,
6595,12326140,3,3,6,3,10,,,,,,,,
6596,12326141,3,2,6,7,,,,,,,,,
6597,12326142,2,2,7,7,,,,,,,,,
6598,12326143,3,3,6,7,,,,,,,,,
6599,12326144,2,2,7,6,,,,,,,,,
6600,12326145,0,0,1,1,,,,,,,,,
6601,12326146,0,1,4,5,,,,,,,,,
6602,12326147,2,2,6,6,,,,,,,,,
6603,12326148,3,3,7,7,,,,,,,,,
6604,12326149,1,1,4,1,,,,,,,,,
6605,12326150,0,1,4,1,,,,,,,,,
6606,12326151,1,1,3,5,,,,,,,,,
6607,12326152,2,2,6,7,,,,,,,,,
